entity_type,id,created_at,updated_at,unit_name,unit_type,district,parent_unit_id,locality_name,police_station,state,address_text,latitude,longitude,repeat_cluster_id,court_name,court_level,act_name,act_code,jurisdiction,short_name,section_code,section_text,severity_band,act_id,head_code,head_name,category_group,sub_head_code,sub_head_name,head_id,fir_number,case_number,case_stage,offence_category,reported_at,incident_at,risk_band,full_name,rank,badge_number,station_name,unit_id,supervisor_rank,aliases,role,age,gender,phone_number,vehicle_registration_number,shared_phone_cluster_id,shared_vehicle_cluster_id,shared_address_cluster_id,assigned_case_ids,case_id,dependency_type,status,requested_at,due_at,resolved_at,assigned_to_officer_id,days_stale,notes,evidence_type,description,collected_at,collected_by_officer_id,chain_of_custody_status,clock_type,start_date,deadline_date,days_remaining,bnss_reference,stage
Person,dedcc547-4ae1-5fd7-bd90-24100d5363f0,2026-05-23T05:37:40.054078+00:00,2026-05-23T05:37:40.054078+00:00,,,Mysuru,,,,,"18, Synthetic Layout, Ward 9, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Nikhil Iyer,,,,,,"['Dev', 'Kulkarni']",accused,43,female,+91-980303030303,KA19SC1277,phone-03,vehicle-18,address-08,['797035aa-032f-53ad-a5b5-4ad43a17d858'],,,,,,,,,,,,,,,,,,,,
Person,1fb43bbe-c490-599d-a436-2e99d0040b4c,2026-05-23T01:37:40.054136+00:00,2026-05-23T01:37:40.054136+00:00,,,Mangaluru,,,,,"19, Synthetic Layout, Ward 10, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Vivaan Gupta,,,,,,"['Dev', 'Shetty']",accused,44,other,+91-980404040404,KA20TF1278,phone-04,vehicle-19,address-09,['3769282a-2088-5229-8000-ae73060930db'],,,,,,,,,,,,,,,,,,,,
Person,d66d24fd-bd9b-5178-9ab2-c34802df718a,2026-05-22T21:37:40.054196+00:00,2026-05-22T21:37:40.054196+00:00,,,Belagavi,,,,,"20, Synthetic Layout, Ward 11, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Menon,,,,,,"['Rohan', 'Gupta']",accused,45,male,+91-980505050505,KA21UI1279,phone-05,vehicle-20,address-10,['f1dcef00-daf0-53ab-b249-e196fb8117fd'],,,,,,,,,,,,,,,,,,,,
Person,8bb13398-632f-5c64-a044-1c489e33a207,2026-05-22T17:37:40.054250+00:00,2026-05-22T17:37:40.054250+00:00,,,Hubballi-Dharwad,,,,,"21, Synthetic Layout, Ward 12, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Aarav Menon,,,,,,"['Meera', 'Patel']",accused,46,female,+91-980606060606,KA02BD1280,phone-06,vehicle-01,address-11,['35f4aee1-7669-57e6-ad6a-2df2efa80278'],,,,,,,,,,,,,,,,,,,,
Person,ce6fbaa2-aeed-51ca-8152-bb784c786e75,2026-05-22T13:37:40.054308+00:00,2026-05-22T13:37:40.054308+00:00,,,Kalaburagi,,,,,"22, Synthetic Layout, Ward 13, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Aarav Kulkarni,,,,,,"['Vivaan', 'Gupta']",accused,47,other,+91-980707070707,KA03CG1281,phone-07,vehicle-02,address-12,['ccd96604-24d3-5444-a397-76ab07481388'],,,,,,,,,,,,,,,,,,,,
Person,3395baa2-8dd1-563c-a903-abbdd52a6a87,2026-05-22T09:37:40.054371+00:00,2026-05-22T09:37:40.054371+00:00,,,Bengaluru City,,,,,"23, Synthetic Layout, Ward 14, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Diya Iyer,,,,,,"['Ishaan', 'Menon']",accused,48,male,+91-980808080808,KA04DJ1282,phone-08,vehicle-03,address-13,['a608c176-cf50-5dbb-8b48-f2b2e9c260f4'],,,,,,,,,,,,,,,,,,,,
Person,9aa81d08-2b52-51bf-86f5-c5cf6d1a4c7a,2026-05-22T05:37:40.054424+00:00,2026-05-22T05:37:40.054424+00:00,,,Mysuru,,,,,"24, Synthetic Layout, Ward 15, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Diya Kulkarni,,,,,,"['Aarav', 'Menon']",accused,49,female,+91-980909090909,KA05EM1283,phone-09,vehicle-04,address-14,['3a3b8748-5efd-53b4-9667-58a1c5e09642'],,,,,,,,,,,,,,,,,,,,
Person,78cf9737-6674-5c22-b5ff-8c2bb5f558f3,2026-05-22T01:37:40.054480+00:00,2026-05-22T01:37:40.054480+00:00,,,Mangaluru,,,,,"25, Synthetic Layout, Ward 16, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Sana Menon,,,,,,"['Dev', 'Sharma']",accused,50,other,+91-981010101010,KA06FP1284,phone-10,vehicle-05,address-15,['7a5c9bdd-3128-5f85-93c5-0affbb81ab4a'],,,,,,,,,,,,,,,,,,,,
Person,0595214b-af50-5af9-9175-d87e7c49438e,2026-05-21T21:37:40.054538+00:00,2026-05-21T21:37:40.054538+00:00,,,Belagavi,,,,,"26, Synthetic Layout, Ward 17, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Nikhil Menon,,,,,,"['Kavya', 'Sharma']",accused,51,male,+91-981111111111,KA07GS1285,phone-11,vehicle-06,address-16,['a4b88324-3040-5a08-a5c2-cbd3fd99241a'],,,,,,,,,,,,,,,,,,,,
Person,1d406f84-0fe6-5447-a5ab-006385edf681,2026-05-21T17:37:40.054594+00:00,2026-05-21T17:37:40.054594+00:00,,,Hubballi-Dharwad,,,,,"27, Synthetic Layout, Ward 18, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Meera Patel,,,,,,"['Vivaan', 'Kulkarni']",accused,52,female,+91-981212121212,KA08HV1286,phone-12,vehicle-07,address-17,['a32cbc6a-3ccc-5542-8a0e-ffaf4f1a4e94'],,,,,,,,,,,,,,,,,,,,
Person,e76d2ef3-f969-5953-9f01-eb84f73ee325,2026-05-21T13:37:40.054651+00:00,2026-05-21T13:37:40.054651+00:00,,,Kalaburagi,,,,,"28, Synthetic Layout, Ward 1, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Nikhil Nair,,,,,,"['Sana', 'Shetty']",accused,53,other,+91-981313131313,KA09IY1287,phone-13,vehicle-08,address-18,['aa5910f3-9dec-5d02-8518-bc1c6173bf2c'],,,,,,,,,,,,,,,,,,,,
Person,a4e8f021-b4a5-5347-9c28-19572f5d749f,2026-05-21T09:37:40.054705+00:00,2026-05-21T09:37:40.054705+00:00,,,Bengaluru City,,,,,"29, Synthetic Layout, Ward 2, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Sana Patel,,,,,,"['Sana', 'Nair']",accused,54,male,+91-981414141414,KA10JB1288,phone-14,vehicle-09,address-19,['79e655f5-87a7-5e0c-a308-98be1f07017b'],,,,,,,,,,,,,,,,,,,,
Person,7b20e756-d775-5996-802f-2b86813a3c54,2026-05-21T05:37:40.054761+00:00,2026-05-21T05:37:40.054761+00:00,,,Mysuru,,,,,"30, Synthetic Layout, Ward 3, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Ananya Gupta,,,,,,"['Ananya', 'Nair']",accused,55,female,+91-981515151515,KA11KE1289,phone-15,vehicle-10,address-20,['d664cd14-c2b4-53ab-b248-cf2fef663744'],,,,,,,,,,,,,,,,,,,,
Person,3b0be174-0c37-5862-8e52-6e1c85107f19,2026-05-21T01:37:40.054818+00:00,2026-05-21T01:37:40.054818+00:00,,,Mangaluru,,,,,"31, Synthetic Layout, Ward 4, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Vivaan Gupta,,,,,,"['Ishaan', 'Rao']",accused,56,other,+91-981616161616,KA12LH1290,phone-16,vehicle-11,address-21,['b4780e7f-abad-5ee8-a106-c314000969c5'],,,,,,,,,,,,,,,,,,,,
Person,c22da233-26e5-5c3f-b287-b91ec5a30d99,2026-05-20T21:37:40.054871+00:00,2026-05-20T21:37:40.054871+00:00,,,Belagavi,,,,,"32, Synthetic Layout, Ward 5, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Aarav Gupta,,,,,,"['Nikhil', 'Menon']",accused,57,male,+91-981717171717,KA13MK1291,phone-17,vehicle-12,address-22,['fa03632c-7b8b-59ff-bafa-c2c57bafcde1'],,,,,,,,,,,,,,,,,,,,
Person,fc3409f7-fb3f-5163-9370-0507d3873d8d,2026-05-20T17:37:40.054928+00:00,2026-05-20T17:37:40.054928+00:00,,,Hubballi-Dharwad,,,,,"33, Synthetic Layout, Ward 6, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Vivaan Shetty,,,,,,"['Rohan', 'Iyer']",accused,58,female,+91-981818181818,KA14NN1292,phone-18,vehicle-13,address-23,['35f4aee1-7669-57e6-ad6a-2df2efa80278'],,,,,,,,,,,,,,,,,,,,
Person,f24fc95a-ca93-5947-bd19-bb0a0567b203,2026-05-20T13:37:40.054986+00:00,2026-05-20T13:37:40.054986+00:00,,,Kalaburagi,,,,,"34, Synthetic Layout, Ward 7, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Sharma,,,,,,"['Diya', 'Iyer']",accused,59,other,+91-981919191919,KA15OQ1293,phone-19,vehicle-14,address-24,['3e1c4780-133d-5fb2-a958-b428cca4d126'],,,,,,,,,,,,,,,,,,,,
Person,520b0827-f888-5fa0-9303-f22bfbb584fe,2026-05-20T09:37:40.055043+00:00,2026-05-20T09:37:40.055043+00:00,,,Bengaluru City,,,,,"35, Synthetic Layout, Ward 8, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Nair,,,,,,"['Nikhil', 'Shetty']",accused,18,male,+91-982020202020,KA16PT1294,phone-20,vehicle-15,address-25,['ab4dd7b3-b733-5202-ba0c-2416ef47baca'],,,,,,,,,,,,,,,,,,,,
Person,d072266d-885c-55ea-8bbf-0f96ce1d02f0,2026-05-20T05:37:40.055101+00:00,2026-05-20T05:37:40.055101+00:00,,,Mysuru,,,,,"36, Synthetic Layout, Ward 9, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Kavya Nair,,,,,,"['Ananya', 'Menon']",accused,19,female,+91-982121212121,KA17QW1295,phone-21,vehicle-16,address-26,['6ceed1a9-0b71-5c1b-9621-011d0573c073'],,,,,,,,,,,,,,,,,,,,
Person,55a5f05f-fb76-5683-9cef-d3447082bdb1,2026-05-20T01:37:40.055154+00:00,2026-05-20T01:37:40.055154+00:00,,,Mangaluru,,,,,"37, Synthetic Layout, Ward 10, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Sharma,,,,,,"['Sana', 'Patel']",accused,20,other,+91-982222222222,KA18RZ1296,phone-22,vehicle-17,address-27,['62ecf605-d198-5f50-8d5d-20e825d99387'],,,,,,,,,,,,,,,,,,,,
Person,6a8ac749-58d1-50ab-9afd-e471f7673993,2026-05-19T21:37:40.055210+00:00,2026-05-19T21:37:40.055210+00:00,,,Belagavi,,,,,"38, Synthetic Layout, Ward 11, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Ishaan Gupta,,,,,,"['Ishaan', 'Patel']",accused,21,male,+91-982323232323,KA19SC1297,phone-23,vehicle-18,address-28,['9f9be8ce-2cbe-54ec-bb7d-c4e691817f61'],,,,,,,,,,,,,,,,,,,,
Person,e22d0304-bc34-567d-98f0-0afddfcd7b52,2026-05-19T17:37:40.055268+00:00,2026-05-19T17:37:40.055268+00:00,,,Hubballi-Dharwad,,,,,"39, Synthetic Layout, Ward 12, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Sana Rao,,,,,,"['Diya', 'Gupta']",accused,22,female,+91-982424242424,KA20TF1298,phone-24,vehicle-19,address-29,['67cd333b-8af2-5419-b8c8-9f68644d50fd'],,,,,,,,,,,,,,,,,,,,
Person,db3175ee-0af1-5fc3-8b1c-8172745d8a45,2026-05-19T13:37:40.055323+00:00,2026-05-19T13:37:40.055323+00:00,,,Kalaburagi,,,,,"40, Synthetic Layout, Ward 13, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Nikhil Sharma,,,,,,"['Nikhil', 'Rao']",accused,23,other,+91-982525252525,KA21UI1299,phone-25,vehicle-20,address-30,['49bde9ef-63cd-52da-ab66-6afde8d611b8'],,,,,,,,,,,,,,,,,,,,
Person,69243615-c80b-5682-a24c-c3a1c7864154,2026-05-19T09:37:40.055549+00:00,2026-05-19T09:37:40.055549+00:00,,,Bengaluru City,,,,,"11, Synthetic Layout, Ward 2, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Ishaan Kulkarni,,,,,,"['Vivaan', 'Nair']",accused,24,male,+91-980101010101,KA02BD1300,phone-01,vehicle-01,address-01,['2fd20c5f-6165-535b-8e93-d448d26acca5'],,,,,,,,,,,,,,,,,,,,
Person,89050ba8-58d5-5b7a-8b77-7a8ebdd0ca3f,2026-05-19T05:37:40.055830+00:00,2026-05-19T05:37:40.055830+00:00,,,Mysuru,,,,,"12, Synthetic Layout, Ward 3, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Priya Rao,,,,,,"['Meera', 'Iyer']",accused,25,female,+91-980202020202,KA03CG1301,phone-02,vehicle-02,address-02,['1e742711-f58c-5096-aac6-811dc60c64d2'],,,,,,,,,,,,,,,,,,,,
Person,084572ac-95f0-5e05-bad6-9866cfcd2a98,2026-05-19T01:37:40.055946+00:00,2026-05-19T01:37:40.055946+00:00,,,Mangaluru,,,,,"13, Synthetic Layout, Ward 4, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Diya Kulkarni,,,,,,"['Meera', 'Iyer']",accused,26,other,+91-980303030303,KA04DJ1302,phone-03,vehicle-03,address-03,['d25e4cbc-1235-5655-8b52-58849d532620'],,,,,,,,,,,,,,,,,,,,
Person,8854dde4-e358-5151-b0b3-6e8716fe932b,2026-05-18T21:37:40.056017+00:00,2026-05-18T21:37:40.056017+00:00,,,Belagavi,,,,,"14, Synthetic Layout, Ward 5, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Iyer,,,,,,"['Aarav', 'Shetty']",accused,27,male,+91-980404040404,KA05EM1303,phone-04,vehicle-04,address-04,['17d2e89d-0f8d-52bd-98de-c6bdc920cdd3'],,,,,,,,,,,,,,,,,,,,
Person,689166e7-0256-5bc7-9367-a0a5d991c488,2026-05-18T17:37:40.056083+00:00,2026-05-18T17:37:40.056083+00:00,,,Hubballi-Dharwad,,,,,"15, Synthetic Layout, Ward 6, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Nikhil Nair,,,,,,"['Meera', 'Menon']",accused,28,female,+91-980505050505,KA06FP1304,phone-05,vehicle-05,address-05,['8f65bf96-06de-589e-9089-dedc05253c99'],,,,,,,,,,,,,,,,,,,,
Person,18df6452-24da-5dd8-b99e-6c57afbc8639,2026-05-18T13:37:40.056149+00:00,2026-05-18T13:37:40.056149+00:00,,,Kalaburagi,,,,,"16, Synthetic Layout, Ward 7, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Kavya Iyer,,,,,,"['Meera', 'Iyer']",accused,29,other,+91-980606060606,KA07GS1305,phone-06,vehicle-06,address-06,['0255822b-0353-5d51-a654-bab61272a101'],,,,,,,,,,,,,,,,,,,,
Person,eb86ab37-e608-5b85-ba18-94497a4b6d78,2026-05-18T09:37:40.056224+00:00,2026-05-18T09:37:40.056224+00:00,,,Bengaluru City,,,,,"17, Synthetic Layout, Ward 8, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Vivaan Gupta,,,,,,"['Sana', 'Kulkarni']",accused,30,male,+91-980707070707,KA08HV1306,phone-07,vehicle-07,address-07,['3c43c9fc-9a7b-5c4a-bf36-9132643a3f9d'],,,,,,,,,,,,,,,,,,,,
Person,3287f1f3-fde1-5840-86be-b21921e232e8,2026-05-18T05:37:40.056288+00:00,2026-05-18T05:37:40.056288+00:00,,,Mysuru,,,,,"18, Synthetic Layout, Ward 9, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Sana Gupta,,,,,,"['Rohan', 'Iyer']",accused,31,female,+91-980808080808,KA09IY1307,phone-08,vehicle-08,address-08,['89294d1b-a15f-5bc0-843c-42dc33d05470'],,,,,,,,,,,,,,,,,,,,
Person,62be2fc5-8b5d-56e2-9d56-3c4e699d720d,2026-05-18T01:37:40.056356+00:00,2026-05-18T01:37:40.056356+00:00,,,Mangaluru,,,,,"19, Synthetic Layout, Ward 10, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Priya Shetty,,,,,,"['Dev', 'Reddy']",accused,32,other,+91-980909090909,KA10JB1308,phone-09,vehicle-09,address-09,['5952f8fe-47fc-5ff6-8a01-0212dbb67bb4'],,,,,,,,,,,,,,,,,,,,
Person,2dc7956f-131a-5f65-b4d4-005def3e0aa4,2026-05-17T21:37:40.056432+00:00,2026-05-17T21:37:40.056432+00:00,,,Belagavi,,,,,"20, Synthetic Layout, Ward 11, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Iyer,,,,,,"['Rohan', 'Kulkarni']",accused,33,male,+91-981010101010,KA11KE1309,phone-10,vehicle-10,address-10,['077e24b8-be71-52fb-9a07-9480742e26c7'],,,,,,,,,,,,,,,,,,,,
Person,827edf87-1cbd-558a-9f90-28ee1fcbadb0,2026-05-17T17:37:40.056500+00:00,2026-05-17T17:37:40.056500+00:00,,,Hubballi-Dharwad,,,,,"21, Synthetic Layout, Ward 12, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Diya Menon,,,,,,"['Ishaan', 'Shetty']",accused,34,female,+91-981111111111,KA12LH1310,phone-11,vehicle-11,address-11,['a7354869-67fd-56e0-948e-850beb824b35'],,,,,,,,,,,,,,,,,,,,
Person,d0aea316-6b92-58f8-aad8-4d71d628d29b,2026-05-17T13:37:40.057310+00:00,2026-05-17T13:37:40.057310+00:00,,,Kalaburagi,,,,,"22, Synthetic Layout, Ward 13, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Diya Shetty,,,,,,"['Priya', 'Patel']",accused,35,other,+91-981212121212,KA13MK1311,phone-12,vehicle-12,address-12,['49bde9ef-63cd-52da-ab66-6afde8d611b8'],,,,,,,,,,,,,,,,,,,,
Person,ae4ae57b-9f50-56e4-9bae-1e6d36b4d46e,2026-05-17T09:37:40.057422+00:00,2026-05-17T09:37:40.057422+00:00,,,Bengaluru City,,,,,"23, Synthetic Layout, Ward 14, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Aarav Rao,,,,,,"['Priya', 'Iyer']",accused,36,male,+91-981313131313,KA14NN1312,phone-13,vehicle-13,address-13,['ea0f49ad-6195-5b29-a6fd-615296f8d738'],,,,,,,,,,,,,,,,,,,,
Person,28fc052b-9db6-58a6-b0e2-691b65e8b488,2026-05-17T05:37:40.057485+00:00,2026-05-17T05:37:40.057485+00:00,,,Mysuru,,,,,"24, Synthetic Layout, Ward 15, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Nikhil Shetty,,,,,,"['Priya', 'Iyer']",accused,37,female,+91-981414141414,KA15OQ1313,phone-14,vehicle-14,address-14,['9a2446fe-4967-5e71-9a5b-203d4c895ab5'],,,,,,,,,,,,,,,,,,,,
Person,7f133729-bec7-5d20-a7f7-2f7f5749607f,2026-05-17T01:37:40.057553+00:00,2026-05-17T01:37:40.057553+00:00,,,Mangaluru,,,,,"25, Synthetic Layout, Ward 16, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Vivaan Rao,,,,,,"['Dev', 'Rao']",accused,38,other,+91-981515151515,KA16PT1314,phone-15,vehicle-15,address-15,['c0a00f6e-eebf-5680-8798-d08de8dba84e'],,,,,,,,,,,,,,,,,,,,
Person,f8613f3e-4434-503f-999d-89e77ab17b51,2026-05-16T21:37:40.057705+00:00,2026-05-16T21:37:40.057705+00:00,,,Belagavi,,,,,"26, Synthetic Layout, Ward 17, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Sharma,,,,,,"['Nikhil', 'Shetty']",accused,39,male,+91-981616161616,KA17QW1315,phone-16,vehicle-16,address-16,['e4d36804-64aa-536d-be04-cd6151c89606'],,,,,,,,,,,,,,,,,,,,
Person,69c88c80-4379-56ab-b23a-e0774c019509,2026-05-16T17:37:40.057786+00:00,2026-05-16T17:37:40.057786+00:00,,,Hubballi-Dharwad,,,,,"27, Synthetic Layout, Ward 18, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Rohan Nair,,,,,,"['Ananya', 'Menon']",accused,40,female,+91-981717171717,KA18RZ1316,phone-17,vehicle-17,address-17,['35f4aee1-7669-57e6-ad6a-2df2efa80278'],,,,,,,,,,,,,,,,,,,,
Person,7f957b38-f13e-5f45-a2a8-57d22135730e,2026-05-16T13:37:40.057851+00:00,2026-05-16T13:37:40.057851+00:00,,,Kalaburagi,,,,,"28, Synthetic Layout, Ward 1, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Kavya Shetty,,,,,,"['Vivaan', 'Patel']",accused,41,other,+91-981818181818,KA19SC1317,phone-18,vehicle-18,address-18,['feccadc6-38cd-56e6-a935-f594309cf78f'],,,,,,,,,,,,,,,,,,,,
Person,b14690c1-b911-5401-9a66-ba508257ebf9,2026-05-16T09:37:40.059308+00:00,2026-05-16T09:37:40.059308+00:00,,,Bengaluru City,,,,,"29, Synthetic Layout, Ward 2, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Vivaan Kulkarni,,,,,,"['Vivaan', 'Patel']",accused,42,male,+91-981919191919,KA20TF1318,phone-19,vehicle-19,address-19,['809f913b-1080-5764-8c7c-1c6962283c21'],,,,,,,,,,,,,,,,,,,,
Person,a22b5823-53c2-5e0d-ae82-6749d6b4416c,2026-05-16T05:37:40.059827+00:00,2026-05-16T05:37:40.059827+00:00,,,Mysuru,,,,,"30, Synthetic Layout, Ward 3, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Sana Shetty,,,,,,"['Sana', 'Kulkarni']",accused,43,female,+91-982020202020,KA21UI1319,phone-20,vehicle-20,address-20,['278131b9-a512-567f-bca3-e6f7a8ea348e'],,,,,,,,,,,,,,,,,,,,
Person,10f4c533-b7cf-55c8-bfa7-5259ce278261,2026-05-16T01:37:40.059948+00:00,2026-05-16T01:37:40.059948+00:00,,,Mangaluru,,,,,"31, Synthetic Layout, Ward 4, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Sana Nair,,,,,,"['Dev', 'Nair']",accused,44,other,+91-982121212121,KA02BD1320,phone-21,vehicle-01,address-21,['e5c7af92-4cda-533a-84ab-917dfae505fa'],,,,,,,,,,,,,,,,,,,,
Person,43c612d1-e34a-5eb4-a0a7-9079f8c4cf23,2026-05-15T21:37:40.060207+00:00,2026-05-15T21:37:40.060207+00:00,,,Belagavi,,,,,"32, Synthetic Layout, Ward 5, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Vivaan Sharma,,,,,,"['Diya', 'Menon']",accused,45,male,+91-982222222222,KA03CG1321,phone-22,vehicle-02,address-22,['be6cc66c-cd61-583a-b789-d6c5ab822063'],,,,,,,,,,,,,,,,,,,,
Person,8d7999c1-525d-5423-ab3a-845555c2d0a3,2026-05-15T17:37:40.060320+00:00,2026-05-15T17:37:40.060320+00:00,,,Hubballi-Dharwad,,,,,"33, Synthetic Layout, Ward 6, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Sharma,,,,,,"['Nikhil', 'Sharma']",accused,46,female,+91-982323232323,KA04DJ1322,phone-23,vehicle-03,address-23,['e5d6a10e-43a5-5e33-97d5-2584e76ee030'],,,,,,,,,,,,,,,,,,,,
Person,2b2f9d4c-f8a1-5bc8-b4de-d29edb5be869,2026-05-15T13:37:40.060394+00:00,2026-05-15T13:37:40.060394+00:00,,,Kalaburagi,,,,,"34, Synthetic Layout, Ward 7, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Priya Shetty,,,,,,"['Diya', 'Sharma']",accused,47,other,+91-982424242424,KA05EM1323,phone-24,vehicle-04,address-24,['908fa39e-ea89-54a0-9dca-e05e944d7916'],,,,,,,,,,,,,,,,,,,,
Person,9e484ba4-2cb6-5265-bc98-bbf322ef7470,2026-05-15T09:37:40.060534+00:00,2026-05-15T09:37:40.060534+00:00,,,Bengaluru City,,,,,"35, Synthetic Layout, Ward 8, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Ananya Gupta,,,,,,"['Ishaan', 'Menon']",accused,48,male,+91-982525252525,KA06FP1324,phone-25,vehicle-05,address-25,['876ab688-728f-553d-9a85-af9be82d88c6'],,,,,,,,,,,,,,,,,,,,
Person,c7c9508c-7ae3-5de1-950b-fd5f5326163b,2026-05-15T05:37:40.060650+00:00,2026-05-15T05:37:40.060650+00:00,,,Mysuru,,,,,"36, Synthetic Layout, Ward 9, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Aarav Iyer,,,,,,"['Kavya', 'Iyer']",accused,49,female,+91-980101010101,KA07GS1325,phone-01,vehicle-06,address-26,['b9c4f974-57b8-58a9-9791-9c84418fd953'],,,,,,,,,,,,,,,,,,,,
Person,e6e5aab2-9424-541c-a868-805d56eae965,2026-05-15T01:37:40.060729+00:00,2026-05-15T01:37:40.060729+00:00,,,Mangaluru,,,,,"37, Synthetic Layout, Ward 10, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Diya Kulkarni,,,,,,"['Nikhil', 'Kulkarni']",accused,50,other,+91-980202020202,KA08HV1326,phone-02,vehicle-07,address-27,['8f681e51-3342-5b2f-a99a-f9000d489a39'],,,,,,,,,,,,,,,,,,,,
Person,70893b5b-6851-5913-bf1d-f0dca3c0b1de,2026-05-14T21:37:40.060845+00:00,2026-05-14T21:37:40.060845+00:00,,,Belagavi,,,,,"38, Synthetic Layout, Ward 11, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Patel,,,,,,"['Diya', 'Shetty']",accused,51,male,+91-980303030303,KA09IY1327,phone-03,vehicle-08,address-28,['42c6f9a7-e206-5b13-8308-3a6522892e65'],,,,,,,,,,,,,,,,,,,,
Person,5999f7f4-cc88-5f8f-a827-1144baad367c,2026-05-14T17:37:40.060941+00:00,2026-05-14T17:37:40.060941+00:00,,,Hubballi-Dharwad,,,,,"39, Synthetic Layout, Ward 12, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Meera Shetty,,,,,,"['Nikhil', 'Nair']",accused,52,female,+91-980404040404,KA10JB1328,phone-04,vehicle-09,address-29,['d15906b3-9409-5092-9c83-1434807e4fa3'],,,,,,,,,,,,,,,,,,,,
Person,0c80b73f-6b33-55c8-a593-163f1df5dc19,2026-05-14T13:37:40.061026+00:00,2026-05-14T13:37:40.061026+00:00,,,Kalaburagi,,,,,"40, Synthetic Layout, Ward 13, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Kulkarni,,,,,,"['Diya', 'Gupta']",accused,53,other,+91-980505050505,KA11KE1329,phone-05,vehicle-10,address-30,['8ba14439-4c7d-5193-bdb9-5dce75e21044'],,,,,,,,,,,,,,,,,,,,
Person,b5a05194-a38e-5002-a86c-c782b36fdb9a,2026-05-14T09:37:40.061410+00:00,2026-05-14T09:37:40.061410+00:00,,,Bengaluru City,,,,,"11, Synthetic Layout, Ward 2, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,Sana Kulkarni,,,,,,"['Dev', 'Patel']",accused,54,male,+91-980606060606,KA12LH1330,phone-06,vehicle-11,address-01,['cb93b6cf-ffdc-5609-9c8e-3f2575454432'],,,,,,,,,,,,,,,,,,,,
